FECHA;HORA;VOLTAJE (VAC);CORRIENTE  (A);POTENCIA (W);TEMPERATURA (°C);VELOCIDAD MECANICA (RPM);VIBRACIONES EJE X;NORMAL ;REVISION ;MANTENIMIENTO ;FALLA;;;;;;;;;
24/2/2021;15:44:31;65;4,8;312;54,3;2150;525;;;;1;;;;;;;;;
24/2/2021;15:44:32;65;4,7;305,5;55,1;2000;515;;;;1;;;;;;;;;
24/2/2021;15:44:33;65;3,9;253,5;51,9;2025;575;;;;1;;;;;;;;;
24/2/2021;15:44:34;65;3,8;247;52,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:44:35;65;4,1;266,5;53,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:44:36;65;4,5;292,5;54,3;2015;575;;;;1;;;;;;;;;
24/2/2021;15:44:37;65;4,8;312;55,1;2025;525;;;;1;;;;;;;;;
24/2/2021;15:44:38;65;4,6;299;56,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:44:39;65;4,7;305,5;53,2;1995;575;;;;1;;;;;;;;;
24/2/2021;15:44:40;65;4,1;266,5;54,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:44:41;65;4,5;292,5;55,1;2025;515;;;;1;;;;;;;;;
24/2/2021;15:44:42;65;4,6;299;56,2;2125;525;;;;1;;;;;;;;;
24/2/2021;15:44:43;65;4,1;266,5;51,2;2000;555;;;;1;;;;;;;;;
24/2/2021;15:44:44;65;4,8;312;52,1;2025;525;;;;1;;;;;;;;;
24/2/2021;15:44:45;65;4,8;312;51,3;2015;515;;;;1;;;;;;;;;
24/2/2021;15:44:46;65;4,9;318,5;51,9;2015;575;;;;1;;;;;;;;;
24/2/2021;15:44:47;65;3,7;240,5;52,3;2015;515;;;;1;;;;;;;;;
24/2/2021;15:44:48;65;3,9;253,5;53,2;2025;575;;;;1;;;;;;;;;
24/2/2021;15:44:49;65;3,8;247;54,3;2015;500;;;;1;;;;;;;;;
24/2/2021;15:44:50;65;3,9;253,5;55,1;1995;515;;;;1;;;;;;;;;
24/2/2021;15:44:51;65;4,1;266,5;56,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:44:52;65;4,5;292,5;51,2;2025;575;;;;1;;;;;;;;;
24/2/2021;15:44:53;65;4,8;312;52,1;2025;525;;;;1;;;;;;;;;
24/2/2021;15:44:54;65;4,5;292,5;51,3;2015;515;;;;1;;;;;;;;;
24/2/2021;15:44:55;65;4,8;312;51,9;2015;575;;;;1;;;;;;;;;
24/2/2021;15:44:56;65;4,7;305,5;52,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:44:57;65;3,9;253,5;53,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:44:58;65;3,8;247;54,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:44:59;65;4,1;266,5;55,1;2015;555;;;;1;;;;;;;;;
24/2/2021;15:45:00;65;4,5;292,5;56,2;1995;525;;;;1;;;;;;;;;
24/2/2021;15:45:01;65;4,8;312;53,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:45:02;65;4,6;299;54,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:45:03;65;4,7;305,5;55,1;2025;575;;;;1;;;;;;;;;
24/2/2021;15:45:04;65;4,1;266,5;56,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:45:05;65;4,5;292,5;51,2;1995;515;;;;1;;;;;;;;;
24/2/2021;15:45:06;65;4,6;299;52,1;2015;575;;;;1;;;;;;;;;
24/2/2021;15:45:07;65;4,1;266,5;51,9;2025;525;;;;1;;;;;;;;;
24/2/2021;15:45:08;65;4,8;312;52,3;2125;515;;;;1;;;;;;;;;
24/2/2021;15:45:09;65;4,8;312;53,2;2095;525;;;;1;;;;;;;;;
24/2/2021;15:45:10;65;4,9;318,5;54,3;2085;555;;;;1;;;;;;;;;
24/2/2021;15:45:11;65;3,7;240,5;55,1;2075;525;;;;1;;;;;;;;;
24/2/2021;15:45:12;65;3,9;253,5;56,2;2025;515;;;;1;;;;;;;;;
24/2/2021;15:45:13;65;3,8;247;51,2;2150;575;;;;1;;;;;;;;;
24/2/2021;15:45:14;65;3,9;253,5;52,1;2000;500;;;;1;;;;;;;;;
24/2/2021;15:45:15;65;4,1;266,5;51,3;2025;515;;;;1;;;;;;;;;
24/2/2021;15:45:16;65;4,5;292,5;51,9;2015;525;;;;1;;;;;;;;;
24/2/2021;15:45:17;65;4,3;279,5;52,3;2015;575;;;;1;;;;;;;;;
24/2/2021;15:45:18;65;4,8;312;53,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:45:19;65;4,4;286;54,3;2025;515;;;;1;;;;;;;;;
24/2/2021;15:45:20;65;4,1;266,5;55,1;2015;575;;;;1;;;;;;;;;
24/2/2021;15:45:21;65;4,5;292,5;56,2;1995;525;;;;1;;;;;;;;;
24/2/2021;15:45:22;65;4,8;312;53,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:45:23;65;4,6;299;54,3;2025;575;;;;1;;;;;;;;;
24/2/2021;15:45:24;65;4,7;305,5;55,1;2125;525;;;;1;;;;;;;;;
24/2/2021;15:45:25;65;4,1;266,5;56,2;2095;515;;;;1;;;;;;;;;
24/2/2021;15:45:26;65;4,5;292,5;51,2;2085;575;;;;1;;;;;;;;;
24/2/2021;15:45:27;65;4,6;299;52,1;2075;525;;;;1;;;;;;;;;
24/2/2021;15:45:28;65;4,1;266,5;51,3;2025;515;;;;1;;;;;;;;;
24/2/2021;15:45:29;65;4,8;312;51,9;2150;525;;;;1;;;;;;;;;
24/2/2021;15:45:30;65;4,8;312;52,3;2000;555;;;;1;;;;;;;;;
24/2/2021;15:45:31;65;4,9;318,5;53,2;2025;575;;;;1;;;;;;;;;
24/2/2021;15:45:32;65;3,7;240,5;54,3;2015;500;;;;1;;;;;;;;;
24/2/2021;15:45:33;65;3,9;253,5;55,1;2015;515;;;;1;;;;;;;;;
24/2/2021;15:45:34;65;3,8;247;56,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:45:35;65;3,9;253,5;51,2;2025;575;;;;1;;;;;;;;;
24/2/2021;15:45:36;65;4,1;266,5;52,1;2015;525;;;;1;;;;;;;;;
24/2/2021;15:45:37;65;4,7;305,5;51,3;1995;515;;;;1;;;;;;;;;
24/2/2021;15:45:38;65;3,9;253,5;51,9;2015;575;;;;1;;;;;;;;;
24/2/2021;15:45:39;65;3,8;247;52,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:45:40;65;4,1;266,5;53,2;2025;515;;;;1;;;;;;;;;
24/2/2021;15:45:41;65;4,5;292,5;54,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:45:42;65;4,8;312;55,1;1995;555;;;;1;;;;;;;;;
24/2/2021;15:45:43;65;4,6;299;56,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:45:44;65;4,7;305,5;53,2;2025;515;;;;1;;;;;;;;;
24/2/2021;15:45:45;65;4,1;266,5;54,3;2125;515;;;;1;;;;;;;;;
24/2/2021;15:45:46;65;4,5;292,5;55,1;2095;525;;;;1;;;;;;;;;
24/2/2021;15:45:47;65;4,6;299;56,2;2085;575;;;;1;;;;;;;;;
24/2/2021;15:45:48;65;4,1;266,5;51,2;2075;525;;;;1;;;;;;;;;
24/2/2021;15:45:49;65;4,8;312;52,1;2025;515;;;;1;;;;;;;;;
24/2/2021;15:45:50;65;3,9;253,5;51,2;2150;575;;;;1;;;;;;;;;
24/2/2021;15:45:51;65;3,8;247;52,1;2000;525;;;;1;;;;;;;;;
24/2/2021;15:45:52;65;3,9;253,5;51,3;2025;515;;;;1;;;;;;;;;
24/2/2021;15:45:53;65;4,1;266,5;51,9;2015;525;;;;1;;;;;;;;;
24/2/2021;15:45:54;65;4,5;292,5;52,3;2015;555;;;;1;;;;;;;;;
24/2/2021;15:45:55;65;4,3;279,5;53,2;1995;525;;;;1;;;;;;;;;
24/2/2021;15:45:56;65;4,8;312;54,3;2015;515;;;;1;;;;;;;;;
24/2/2021;15:45:57;65;4,4;286;55,1;2025;525;;;;1;;;;;;;;;
24/2/2021;15:45:58;65;3,7;240,5;56,2;2125;575;;;;1;;;;;;;;;
24/2/2021;15:45:59;65;4,1;266,5;53,2;2095;525;;;;1;;;;;;;;;
24/2/2021;15:46:00;65;4,8;312;54,3;2085;515;;;;1;;;;;;;;;
24/2/2021;15:46:01;65;4,5;292,5;55,1;2075;575;;;;1;;;;;;;;;
24/2/2021;15:46:02;65;4,8;312;51,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:46:03;65;4,7;305,5;51,9;2150;515;;;;1;;;;;;;;;
24/2/2021;15:46:04;65;3,9;253,5;52,3;2000;525;;;;1;;;;;;;;;
24/2/2021;15:46:05;65;3,8;247;53,2;2025;555;;;;1;;;;;;;;;
24/2/2021;15:46:06;65;4,1;266,5;54,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:46:07;65;4,5;292,5;55,1;2015;515;;;;1;;;;;;;;;
24/2/2021;15:46:08;65;4,8;312;56,2;2015;575;;;;1;;;;;;;;;
24/2/2021;15:46:09;65;4,6;299;51,2;2025;500;;;;1;;;;;;;;;
24/2/2021;15:46:10;65;4,7;305,5;52,1;2015;515;;;;1;;;;;;;;;
24/2/2021;15:46:11;65;4,1;266,5;51,3;1995;525;;;;1;;;;;;;;;
24/2/2021;15:46:12;65;4,5;292,5;51,9;2015;575;;;;1;;;;;;;;;
24/2/2021;15:46:13;65;4,6;299;52,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:46:14;65;4,1;266,5;53,2;2025;515;;;;1;;;;;;;;;
24/2/2021;15:46:15;65;4,8;312;54,3;2015;575;;;;1;;;;;;;;;
24/2/2021;15:46:16;65;4,8;312;55,1;1995;525;;;;1;;;;;;;;;
24/2/2021;15:46:17;65;4,9;318,5;56,2;2015;555;;;;1;;;;;;;;;
24/2/2021;15:46:18;65;3,7;240,5;53,2;2025;525;;;;1;;;;;;;;;
24/2/2021;15:46:19;65;3,9;253,5;54,3;2125;515;;;;1;;;;;;;;;
24/2/2021;15:46:20;65;3,8;247;55,1;2095;575;;;;1;;;;;;;;;
24/2/2021;15:46:21;65;3,9;253,5;56,2;2085;500;;;;1;;;;;;;;;
24/2/2021;15:46:22;65;4,1;266,5;51,2;2075;515;;;;1;;;;;;;;;
24/2/2021;15:46:23;65;4,5;292,5;52,1;2025;525;;;;1;;;;;;;;;
24/2/2021;15:46:24;65;4,8;312;51,2;2150;575;;;;1;;;;;;;;;
24/2/2021;15:46:25;65;4,5;292,5;52,1;2000;525;;;;1;;;;;;;;;
24/2/2021;15:46:26;65;4,8;312;51,3;2025;515;;;;1;;;;;;;;;
24/2/2021;15:46:27;65;4,7;305,5;51,9;2015;575;;;;1;;;;;;;;;
24/2/2021;15:46:28;65;3,9;253,5;52,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:46:29;65;3,8;247;53,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:46:30;65;4,1;266,5;54,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:46:31;65;4,5;292,5;55,1;2015;555;;;;1;;;;;;;;;
24/2/2021;15:46:32;65;4,8;312;56,2;1995;525;;;;1;;;;;;;;;
24/2/2021;15:46:33;65;4,6;299;53,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:46:34;65;4,7;305,5;54,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:46:35;65;4,1;266,5;55,1;2125;575;;;;1;;;;;;;;;
24/2/2021;15:46:36;65;4,5;292,5;56,2;2095;525;;;;1;;;;;;;;;
24/2/2021;15:46:37;65;4,6;299;51,2;2085;515;;;;1;;;;;;;;;
24/2/2021;15:46:38;65;4,1;266,5;52,1;2015;575;;;;1;;;;;;;;;
24/2/2021;15:46:39;65;4,8;312;51,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:46:40;65;4,8;312;51,9;2015;515;;;;1;;;;;;;;;
24/2/2021;15:46:41;65;4,9;318,5;52,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:46:42;65;3,7;240,5;53,2;2015;555;;;;1;;;;;;;;;
24/2/2021;15:46:43;65;3,9;253,5;54,3;1995;525;;;;1;;;;;;;;;
24/2/2021;15:46:44;65;3,8;247;55,1;2015;515;;;;1;;;;;;;;;
24/2/2021;15:46:45;65;3,9;253,5;56,2;2025;575;;;;1;;;;;;;;;
24/2/2021;15:46:46;65;4,1;266,5;51,2;2125;500;;;;1;;;;;;;;;
24/2/2021;15:46:47;65;4,5;292,5;52,1;2095;515;;;;1;;;;;;;;;
24/2/2021;15:46:48;65;4,3;279,5;51,3;2085;525;;;;1;;;;;;;;;
24/2/2021;15:46:49;65;4,8;312;51,9;2075;575;;;;1;;;;;;;;;
24/2/2021;15:46:50;65;4,4;286;52,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:46:51;65;4,1;266,5;53,2;2150;515;;;;1;;;;;;;;;
24/2/2021;15:46:52;65;4,5;292,5;54,3;2000;575;;;;1;;;;;;;;;
24/2/2021;15:46:53;65;4,8;312;55,1;2025;525;;;;1;;;;;;;;;
24/2/2021;15:46:54;65;4,6;299;56,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:46:55;65;4,7;305,5;53,2;2015;575;;;;1;;;;;;;;;
24/2/2021;15:46:56;65;4,1;266,5;54,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:46:57;65;4,5;292,5;55,1;2025;515;;;;1;;;;;;;;;
24/2/2021;15:46:58;65;4,6;299;56,2;2015;575;;;;1;;;;;;;;;
24/2/2021;15:46:59;65;4,1;266,5;52,3;1995;525;;;;1;;;;;;;;;
24/2/2021;15:47:00;65;4,8;312;53,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:47:01;65;4,8;312;54,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:47:02;65;4,9;318,5;55,1;2025;555;;;;1;;;;;;;;;
24/2/2021;15:47:03;65;3,7;240,5;56,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:47:04;65;3,9;253,5;53,2;1995;575;;;;1;;;;;;;;;
24/2/2021;15:47:05;65;3,8;247;54,3;2015;500;;;;1;;;;;;;;;
24/2/2021;15:47:06;65;3,9;253,5;55,1;2025;515;;;;1;;;;;;;;;
24/2/2021;15:47:07;65;4,1;266,5;56,2;2125;525;;;;1;;;;;;;;;
24/2/2021;15:47:08;65;4,8;312;51,2;2095;575;;;;1;;;;;;;;;
24/2/2021;15:47:09;65;4,4;286;52,1;2085;525;;;;1;;;;;;;;;
24/2/2021;15:47:10;65;3,7;240,5;51,2;2075;515;;;;1;;;;;;;;;
24/2/2021;15:47:11;65;4,1;266,5;52,1;2025;575;;;;1;;;;;;;;;
24/2/2021;15:47:12;65;4,8;312;51,3;2150;525;;;;1;;;;;;;;;
24/2/2021;15:47:13;65;4,5;292,5;51,9;2000;555;;;;1;;;;;;;;;
24/2/2021;15:47:14;65;4,8;312;52,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:47:15;65;4,7;305,5;53,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:47:16;65;3,9;253,5;54,3;2015;575;;;;1;;;;;;;;;
24/2/2021;15:47:17;65;3,8;247;55,1;2015;500;;;;1;;;;;;;;;
24/2/2021;15:47:18;65;4,1;266,5;56,2;2025;515;;;;1;;;;;;;;;
24/2/2021;15:47:19;65;4,5;292,5;53,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:47:20;65;4,8;312;54,3;1995;575;;;;1;;;;;;;;;
24/2/2021;15:47:21;65;4,6;299;55,1;2015;525;;;;1;;;;;;;;;
24/2/2021;15:47:22;65;4,7;305,5;56,2;2025;515;;;;1;;;;;;;;;
24/2/2021;15:47:23;65;4,1;266,5;51,2;2125;575;;;;1;;;;;;;;;
24/2/2021;15:47:24;65;4,5;292,5;52,1;2095;525;;;;1;;;;;;;;;
24/2/2021;15:47:25;65;4,6;299;51,3;2085;515;;;;1;;;;;;;;;
24/2/2021;15:47:26;65;4,1;266,5;51,9;2075;525;;;;1;;;;;;;;;
24/2/2021;15:47:27;65;4,8;312;52,3;2025;555;;;;1;;;;;;;;;
24/2/2021;15:47:28;65;4,8;312;53,2;2150;525;;;;1;;;;;;;;;
24/2/2021;15:47:29;65;4,9;318,5;54,3;2000;515;;;;1;;;;;;;;;
24/2/2021;15:47:30;65;3,7;240,5;55,1;2025;525;;;;1;;;;;;;;;
24/2/2021;15:47:31;65;3,9;253,5;56,2;2015;575;;;;1;;;;;;;;;
24/2/2021;15:47:32;65;3,8;247;51,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:47:33;65;3,9;253,5;52,1;2015;515;;;;1;;;;;;;;;
24/2/2021;15:47:34;65;4,1;266,5;51,3;2025;575;;;;1;;;;;;;;;
24/2/2021;15:47:35;65;4,5;292,5;51,9;2015;525;;;;1;;;;;;;;;
24/2/2021;15:47:36;65;4,8;312;52,3;1995;515;;;;1;;;;;;;;;
24/2/2021;15:47:37;65;4,5;292,5;53,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:47:38;65;4,8;312;54,3;2025;555;;;;1;;;;;;;;;
24/2/2021;15:47:39;65;4,7;305,5;55,1;2025;525;;;;1;;;;;;;;;
24/2/2021;15:47:40;65;3,9;253,5;56,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:47:41;65;3,8;247;53,2;1995;575;;;;1;;;;;;;;;
24/2/2021;15:47:42;65;4,1;266,5;54,3;2015;500;;;;1;;;;;;;;;
24/2/2021;15:47:43;65;4,5;292,5;55,1;2025;515;;;;1;;;;;;;;;
24/2/2021;15:47:44;65;4,8;312;56,2;2125;525;;;;1;;;;;;;;;
24/2/2021;15:47:45;65;4,6;299;51,2;2095;575;;;;1;;;;;;;;;
24/2/2021;15:47:46;65;4,7;305,5;52,1;2085;525;;;;1;;;;;;;;;
24/2/2021;15:47:47;65;4,1;266,5;51,9;2075;515;;;;1;;;;;;;;;
24/2/2021;15:47:48;65;4,5;292,5;52,3;2025;575;;;;1;;;;;;;;;
24/2/2021;15:47:49;65;4,6;299;53,2;2150;525;;;;1;;;;;;;;;
24/2/2021;15:47:50;65;4,1;266,5;54,3;2000;525;;;;1;;;;;;;;;
24/2/2021;15:47:51;65;4,8;312;55,1;2025;575;;;;1;;;;;;;;;
24/2/2021;15:47:52;65;4,8;312;56,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:47:53;65;4,9;318,5;51,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:47:54;65;3,7;240,5;52,1;1995;575;;;;1;;;;;;;;;
24/2/2021;15:47:55;65;3,9;253,5;51,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:47:56;65;3,8;247;51,9;2025;515;;;;1;;;;;;;;;
24/2/2021;15:47:57;65;3,9;253,5;52,3;2125;525;;;;1;;;;;;;;;
24/2/2021;15:47:58;65;4,1;266,5;53,2;2095;555;;;;1;;;;;;;;;
24/2/2021;15:47:59;65;4,5;292,5;54,3;2085;525;;;;1;;;;;;;;;
24/2/2021;15:48:00;65;4,3;279,5;55,1;2075;515;;;;1;;;;;;;;;
24/2/2021;15:48:01;65;4,8;312;56,2;2025;575;;;;1;;;;;;;;;
24/2/2021;15:48:02;65;4,4;286;53,2;2150;525;;;;1;;;;;;;;;
24/2/2021;15:48:03;65;4,1;266,5;54,3;2000;555;;;;1;;;;;;;;;
24/2/2021;15:48:04;65;4,5;292,5;55,1;2025;525;;;;1;;;;;;;;;
24/2/2021;15:48:05;65;4,8;312;56,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:48:06;65;4,6;299;51,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:48:07;65;4,7;305,5;52,1;2015;575;;;;1;;;;;;;;;
24/2/2021;15:48:08;65;4,1;266,5;51,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:48:09;65;4,5;292,5;51,9;2015;515;;;;1;;;;;;;;;
24/2/2021;15:48:10;65;4,6;299;52,3;1995;575;;;;1;;;;;;;;;
24/2/2021;15:48:11;65;4,1;266,5;53,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:48:12;65;4,8;312;54,3;2025;515;;;;1;;;;;;;;;
24/2/2021;15:48:13;65;4,8;312;55,1;2025;525;;;;1;;;;;;;;;
24/2/2021;15:48:14;65;4,9;318,5;56,2;2015;555;;;;1;;;;;;;;;
24/2/2021;15:48:15;65;3,7;240,5;51,2;1995;525;;;;1;;;;;;;;;
24/2/2021;15:48:16;65;3,9;253,5;52,1;2015;515;;;;1;;;;;;;;;
24/2/2021;15:48:17;65;3,8;247;51,3;2025;575;;;;1;;;;;;;;;
24/2/2021;15:48:18;65;3,9;253,5;51,9;2125;500;;;;1;;;;;;;;;
24/2/2021;15:48:19;65;4,1;266,5;52,3;2095;515;;;;1;;;;;;;;;
24/2/2021;15:48:20;65;4,7;305,5;53,2;2085;525;;;;1;;;;;;;;;
24/2/2021;15:48:21;65;3,9;253,5;54,3;2075;575;;;;1;;;;;;;;;
24/2/2021;15:48:22;65;3,8;247;55,1;2025;525;;;;1;;;;;;;;;
24/2/2021;15:48:23;65;4,1;266,5;56,2;2150;515;;;;1;;;;;;;;;
24/2/2021;15:48:24;65;4,5;292,5;53,2;2000;575;;;;1;;;;;;;;;
24/2/2021;15:48:25;65;4,8;312;54,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:48:26;65;4,6;299;55,1;2015;525;;;;1;;;;;;;;;
24/2/2021;15:48:27;65;4,7;305,5;56,2;2015;575;;;;1;;;;;;;;;
24/2/2021;15:48:28;65;4,1;266,5;51,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:48:29;65;4,5;292,5;52,1;2025;515;;;;1;;;;;;;;;
24/2/2021;15:48:30;65;4,6;299;51,2;2015;575;;;;1;;;;;;;;;
24/2/2021;15:48:31;65;4,1;266,5;52,1;1995;525;;;;1;;;;;;;;;
24/2/2021;15:48:32;65;4,8;312;51,3;2015;515;;;;1;;;;;;;;;
24/2/2021;15:48:33;65;3,9;253,5;51,9;2025;525;;;;1;;;;;;;;;
24/2/2021;15:48:34;65;4,8;312;52,3;2125;555;;;;1;;;;;;;;;
24/2/2021;15:48:35;65;4,6;299;53,2;2095;525;;;;1;;;;;;;;;
24/2/2021;15:48:36;65;4,7;305,5;54,3;2085;515;;;;1;;;;;;;;;
24/2/2021;15:48:37;65;4,1;266,5;55,1;2075;525;;;;1;;;;;;;;;
24/2/2021;15:48:38;65;4,5;292,5;56,2;2025;575;;;;1;;;;;;;;;
24/2/2021;15:48:39;65;4,6;299;53,2;2150;525;;;;1;;;;;;;;;
24/2/2021;15:48:40;65;4,1;266,5;54,3;2000;515;;;;1;;;;;;;;;
24/2/2021;15:48:41;65;4,8;312;55,1;2025;575;;;;1;;;;;;;;;
24/2/2021;15:48:42;65;4,8;312;51,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:48:43;65;4,9;318,5;51,9;2015;515;;;;1;;;;;;;;;
24/2/2021;15:48:44;65;3,7;240,5;52,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:48:45;65;3,9;253,5;53,2;2025;555;;;;1;;;;;;;;;
24/2/2021;15:48:46;65;3,8;247;54,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:48:47;65;3,9;253,5;55,1;1995;515;;;;1;;;;;;;;;
24/2/2021;15:48:48;65;4,1;266,5;56,2;2015;575;;;;1;;;;;;;;;
24/2/2021;15:48:49;65;4,5;292,5;51,2;2025;500;;;;1;;;;;;;;;
24/2/2021;15:48:50;65;4,3;279,5;52,1;2025;515;;;;1;;;;;;;;;
24/2/2021;15:48:51;65;4,8;312;51,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:48:52;65;4,4;286;51,9;2015;575;;;;1;;;;;;;;;
24/2/2021;15:48:53;65;3,7;240,5;52,3;2015;525;;;;1;;;;;;;;;
24/2/2021;15:48:54;65;4,1;266,5;53,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:48:55;65;4,8;312;54,3;2025;575;;;;1;;;;;;;;;
24/2/2021;15:48:56;65;4,5;292,5;55,1;2015;525;;;;1;;;;;;;;;
24/2/2021;15:48:57;65;4,8;312;56,2;1995;525;;;;1;;;;;;;;;
24/2/2021;15:48:58;65;4,7;305,5;53,2;2015;575;;;;1;;;;;;;;;
24/2/2021;15:48:59;65;3,9;253,5;54,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:49:00;65;3,8;247;55,1;2025;515;;;;1;;;;;;;;;
24/2/2021;15:49:01;65;4,1;266,5;56,2;2015;575;;;;1;;;;;;;;;
24/2/2021;15:49:02;65;4,5;292,5;51,2;1995;525;;;;1;;;;;;;;;
24/2/2021;15:49:03;65;4,8;312;52,1;2015;515;;;;1;;;;;;;;;
24/2/2021;15:49:04;65;4,6;299;51,2;2025;525;;;;1;;;;;;;;;
24/2/2021;15:49:05;65;4,7;305,5;52,1;2125;555;;;;1;;;;;;;;;
24/2/2021;15:49:06;65;4,1;266,5;51,3;2095;525;;;;1;;;;;;;;;
24/2/2021;15:49:07;65;4,5;292,5;51,9;2085;515;;;;1;;;;;;;;;
24/2/2021;15:49:08;65;4,6;299;52,3;2075;575;;;;1;;;;;;;;;
24/2/2021;15:49:09;65;4,1;266,5;53,2;2025;525;;;;1;;;;;;;;;
24/2/2021;15:49:10;65;4,8;312;54,3;2150;555;;;;1;;;;;;;;;
24/2/2021;15:49:11;65;3,9;253,5;55,1;2000;525;;;;1;;;;;;;;;
24/2/2021;15:49:12;65;3,8;247;56,2;2025;515;;;;1;;;;;;;;;
24/2/2021;15:49:13;65;3,9;253,5;53,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:49:14;65;4,1;266,5;54,3;2015;575;;;;1;;;;;;;;;
24/2/2021;15:49:15;65;4,5;292,5;55,1;2015;525;;;;1;;;;;;;;;
24/2/2021;15:49:16;65;4,3;279,5;56,2;2025;515;;;;1;;;;;;;;;
24/2/2021;15:49:17;65;4,8;312;51,2;2015;575;;;;1;;;;;;;;;
24/2/2021;15:49:18;65;4,4;286;52,1;1995;525;;;;1;;;;;;;;;
24/2/2021;15:49:19;65;3,7;240,5;51,3;2015;515;;;;1;;;;;;;;;
24/2/2021;15:49:20;65;4,1;266,5;51,9;2025;525;;;;1;;;;;;;;;
24/2/2021;15:49:21;65;4,8;312;52,3;2125;555;;;;1;;;;;;;;;
24/2/2021;15:49:22;65;4,5;292,5;53,2;2150;525;;;;1;;;;;;;;;
24/2/2021;15:49:23;65;4,8;312;54,3;2000;515;;;;1;;;;;;;;;
24/2/2021;15:49:24;65;4,7;305,5;55,1;2025;575;;;;1;;;;;;;;;
24/2/2021;15:49:25;65;3,9;253,5;56,2;2015;500;;;;1;;;;;;;;;
24/2/2021;15:49:26;65;3,8;247;51,2;2015;515;;;;1;;;;;;;;;
24/2/2021;15:49:27;65;4,1;266,5;52,1;2015;525;;;;1;;;;;;;;;
24/2/2021;15:49:28;65;4,5;292,5;51,3;2025;575;;;;1;;;;;;;;;
24/2/2021;15:49:29;65;4,8;312;51,9;2015;525;;;;1;;;;;;;;;
24/2/2021;15:49:30;65;4,6;299;52,3;1995;515;;;;1;;;;;;;;;
24/2/2021;15:49:31;65;4,7;305,5;53,2;2015;575;;;;1;;;;;;;;;
24/2/2021;15:49:32;65;4,1;266,5;54,3;2025;525;;;;1;;;;;;;;;
24/2/2021;15:49:33;65;4,5;292,5;55,1;2025;525;;;;1;;;;;;;;;
24/2/2021;15:49:34;65;4,6;299;56,2;2015;575;;;;1;;;;;;;;;
24/2/2021;15:49:35;65;4,1;266,5;53,2;2015;525;;;;1;;;;;;;;;
24/2/2021;15:49:36;65;4,8;312;54,3;2015;515;;;;1;;;;;;;;;
